code,contestId,name,partyId,ballotNo,status
KMT-KIN-COUNCIL-2-B5B9392D,KIN-COUNCIL-2,王秀玉,KMT,,REGISTERED
KMT-KIN-COUNCIL-2-69E518BA,KIN-COUNCIL-2,王國代,KMT,,REGISTERED
KMT-LIE-COUNCIL-1-D84BE1CC,LIE-COUNCIL-1,陳書建,KMT,,REGISTERED
KMT-LIE-COUNCIL-1-27652C86,LIE-COUNCIL-1,曹丞君,KMT,,REGISTERED
KMT-LIE-COUNCIL-1-9690A46F,LIE-COUNCIL-1,林明揚,KMT,,REGISTERED
KMT-LIE-COUNCIL-2-CC3A4754,LIE-COUNCIL-2,周瑞國,KMT,,REGISTERED
KMT-LIE-COUNCIL-2-A9A129D2,LIE-COUNCIL-2,陳玉發,KMT,,REGISTERED
KMT-LIE-COUNCIL-3-569A04CA,LIE-COUNCIL-3,陳貽斌,KMT,,REGISTERED
KMT-LIE-COUNCIL-4-AABC05F0,LIE-COUNCIL-4,林德建,KMT,,REGISTERED
KMT-town-10010050-TOWNSHIP-AA18C0A4,town-10010050-TOWNSHIP,林于玲,KMT,,REGISTERED
KMT-town-09007010-TOWNSHIP-02E9D9C6,town-09007010-TOWNSHIP,林志東,KMT,,REGISTERED
KMT-town-09007020-TOWNSHIP-27A8287E,town-09007020-TOWNSHIP,吳金平,KMT,,REGISTERED
KMT-town-09007030-TOWNSHIP-E750C580,town-09007030-TOWNSHIP,陳樂禮,KMT,,REGISTERED
KMT-town-10002010-TOWNSHIP-82B006B4,town-10002010-TOWNSHIP,陳美玲,KMT,,REGISTERED
KMT-town-10002040-TOWNSHIP-7B9EA259,town-10002040-TOWNSHIP,蔡文益,KMT,,REGISTERED
KMT-town-10002050-TOWNSHIP-871B2675,town-10002050-TOWNSHIP,游見璋,KMT,,REGISTERED
KMT-town-10002070-TOWNSHIP-69A686C3,town-10002070-TOWNSHIP,黃雯如,KMT,,REGISTERED
KMT-town-10002020-TOWNSHIP-07A4C13E,town-10002020-TOWNSHIP,陳鴻禧,KMT,,REGISTERED
KMT-town-10002030-TOWNSHIP-9734F66D,town-10002030-TOWNSHIP,陳金麟,KMT,,REGISTERED
KMT-town-10002060-TOWNSHIP-4965BBA9,town-10002060-TOWNSHIP,張家豪,KMT,,REGISTERED
KMT-town-10002080-TOWNSHIP-B7D956D5,town-10002080-TOWNSHIP,林松根,KMT,,REGISTERED
KMT-town-10002100-TOWNSHIP-652B658D,town-10002100-TOWNSHIP,江淳銘,KMT,,REGISTERED
KMT-town-10002110-TOWNSHIP-9E046326,town-10002110-TOWNSHIP,胡文聰,KMT,,REGISTERED
KMT-town-10002120-TOWNSHIP-6955433E,town-10002120-TOWNSHIP,游吉祥,KMT,,REGISTERED
KMT-town-10007030-TOWNSHIP-4B091D6E,town-10007030-TOWNSHIP,林庚壬,KMT,,REGISTERED
KMT-town-10007170-TOWNSHIP-66EC0A78,town-10007170-TOWNSHIP,蕭浚二,KMT,,REGISTERED
KMT-town-10007230-TOWNSHIP-F000E86B,town-10007230-TOWNSHIP,林保玲,KMT,,REGISTERED
KMT-town-10007080-TOWNSHIP-A1E35B99,town-10007080-TOWNSHIP,沈文盛,KMT,,REGISTERED
KMT-town-10007040-TOWNSHIP-ADA9D902,town-10007040-TOWNSHIP,黃漢皇,KMT,,REGISTERED
KMT-town-10007070-TOWNSHIP-C6B26F12,town-10007070-TOWNSHIP,鄭倫杰,KMT,,REGISTERED
KMT-town-10007110-TOWNSHIP-05DA9554,town-10007110-TOWNSHIP,陳貞妃,KMT,,REGISTERED
KMT-town-10007060-TOWNSHIP-D046DE6C,town-10007060-TOWNSHIP,黃俊源,KMT,,REGISTERED
KMT-town-10007200-TOWNSHIP-B086E715,town-10007200-TOWNSHIP,陳一惇,KMT,,REGISTERED
KMT-town-10007100-TOWNSHIP-51D1FC4E,town-10007100-TOWNSHIP,凃俊任,KMT,,REGISTERED
KMT-town-10007010-TOWNSHIP-AB2D8BEE,town-10007010-TOWNSHIP,陳文賓,KMT,,REGISTERED
KMT-town-10007140-TOWNSHIP-4F53711A,town-10007140-TOWNSHIP,施建樑,KMT,,REGISTERED
KMT-town-10005010-TOWNSHIP-C610E29A,town-10005010-TOWNSHIP,余文忠,KMT,,REGISTERED
KMT-town-10005050-TOWNSHIP-D759705B,town-10005050-TOWNSHIP,徐功凡,KMT,,REGISTERED
KMT-town-10005140-TOWNSHIP-083F5498,town-10005140-TOWNSHIP,古秋雲,KMT,,REGISTERED
KMT-town-10004050-TOWNSHIP-4EABE405,town-10004050-TOWNSHIP,吳淑君,KMT,,REGISTERED
KMT-town-10004100-TOWNSHIP-2D95AB08,town-10004100-TOWNSHIP,邱振瑋,KMT,,REGISTERED
KMT-town-10004020-TOWNSHIP-D55C1338,town-10004020-TOWNSHIP,范國威,KMT,,REGISTERED
KMT-town-10004040-TOWNSHIP-3997C34B,town-10004040-TOWNSHIP,劉德樑,KMT,,REGISTERED
KMT-town-10004060-TOWNSHIP-9BCD69A2,town-10004060-TOWNSHIP,鄭旭凱,KMT,,REGISTERED
KMT-town-10004070-TOWNSHIP-9B47A424,town-10004070-TOWNSHIP,陳星宏,KMT,,REGISTERED
KMT-town-10004090-TOWNSHIP-C77B6085,town-10004090-TOWNSHIP,徐鏡明,KMT,,REGISTERED
KMT-town-10004120-TOWNSHIP-01ECC38B,town-10004120-TOWNSHIP,劉建民,KMT,,REGISTERED
KMT-town-10004130-TOWNSHIP-15936D57,town-10004130-TOWNSHIP,秋維書,KMT,,REGISTERED
KMT-town-10004030-TOWNSHIP-7E8BCD1E,town-10004030-TOWNSHIP,陳英樓,KMT,,REGISTERED
KMT-town-10004010-TOWNSHIP-CD3B33DA,town-10004010-TOWNSHIP,吳旭智,KMT,,REGISTERED
KMT-town-10013010-TOWNSHIP-08496966,town-10013010-TOWNSHIP,周佳琪,KMT,,REGISTERED
KMT-town-10013020-TOWNSHIP-C3EC7EA1,town-10013020-TOWNSHIP,王建元,KMT,,REGISTERED
KMT-town-10013320-TOWNSHIP-39A5B1EC,town-10013320-TOWNSHIP,朱宏恩,KMT,,REGISTERED
KMT-town-10013300-TOWNSHIP-CF3D4DA4,town-10013300-TOWNSHIP,曾譯影,KMT,,REGISTERED
KMT-town-10013290-TOWNSHIP-56219D85,town-10013290-TOWNSHIP,曾大衛,KMT,,REGISTERED
KMT-town-10013280-TOWNSHIP-22FC1818,town-10013280-TOWNSHIP,羅清仁,KMT,,REGISTERED
KMT-town-10013030-TOWNSHIP-BA9FBEC1,town-10013030-TOWNSHIP,洪志明,KMT,,REGISTERED
KMT-town-10013260-TOWNSHIP-B20BE6E7,town-10013260-TOWNSHIP,謝志鴻,KMT,,REGISTERED
KMT-town-10013040-TOWNSHIP-53828441,town-10013040-TOWNSHIP,盧玟欣,KMT,,REGISTERED
KMT-town-10008090-TOWNSHIP-02228F5F,town-10008090-TOWNSHIP,王若嵐,KMT,,REGISTERED
KMT-town-10008040-TOWNSHIP-18D022B9,town-10008040-TOWNSHIP,蔡孟娥,KMT,,REGISTERED
KMT-town-10008060-TOWNSHIP-1F7CD378,town-10008060-TOWNSHIP,蔡宗智,KMT,,REGISTERED
KMT-town-10008010-TOWNSHIP-0DDEC4A8,town-10008010-TOWNSHIP,張嘉哲,KMT,,REGISTERED
KMT-town-10008030-TOWNSHIP-7CCA5A19,town-10008030-TOWNSHIP,簡賜勝,KMT,,REGISTERED
KMT-town-10008050-TOWNSHIP-054AFA4E,town-10008050-TOWNSHIP,吳大村,KMT,,REGISTERED
KMT-town-10008100-TOWNSHIP-B4A7AAFD,town-10008100-TOWNSHIP,邱美玲,KMT,,REGISTERED
KMT-town-10008130-TOWNSHIP-F5F28D94,town-10008130-TOWNSHIP,江子信,KMT,,REGISTERED
KMT-town-10008070-TOWNSHIP-1EE1D925,town-10008070-TOWNSHIP,邱紹偉,KMT,,REGISTERED
KMT-town-10008110-TOWNSHIP-E317B926,town-10008110-TOWNSHIP,詹淵州,KMT,,REGISTERED
KMT-town-10008080-TOWNSHIP-F791C362,town-10008080-TOWNSHIP,周俊霖,KMT,,REGISTERED
KMT-town-10008020-TOWNSHIP-ACC3AD70,town-10008020-TOWNSHIP,黃世芳,KMT,,REGISTERED
KMT-town-10009010-TOWNSHIP-C6838200,town-10009010-TOWNSHIP,黃尤美,KMT,,REGISTERED
KMT-town-10009150-TOWNSHIP-78F848DA,town-10009150-TOWNSHIP,黃麗花,KMT,,REGISTERED
KMT-town-10009070-TOWNSHIP-4899C604,town-10009070-TOWNSHIP,沈勝騰,KMT,,REGISTERED
KMT-town-10015010-TOWNSHIP-19A13EAD,town-10015010-TOWNSHIP,魏嘉彥,KMT,,REGISTERED
KMT-town-10015120-TOWNSHIP-E948BAEE,town-10015120-TOWNSHIP,梁光明,KMT,,REGISTERED
KMT-town-10015030-TOWNSHIP-E9046021,town-10015030-TOWNSHIP,龔文俊,KMT,,REGISTERED
KMT-town-10015130-TOWNSHIP-A5BD2ACC,town-10015130-TOWNSHIP,田桂花,KMT,,REGISTERED
KMT-town-10015040-TOWNSHIP-AF19B534,town-10015040-TOWNSHIP,陳柏錩,KMT,,REGISTERED
KMT-town-10015110-TOWNSHIP-350F329C,town-10015110-TOWNSHIP,胡智民,KMT,,REGISTERED
KMT-town-10015050-TOWNSHIP-398E131F,town-10015050-TOWNSHIP,黃金發,KMT,,REGISTERED
KMT-town-10015020-TOWNSHIP-69618D20,town-10015020-TOWNSHIP,蕭文龍,KMT,,REGISTERED
KMT-town-10015070-TOWNSHIP-2563C353,town-10015070-TOWNSHIP,鍾玉清,KMT,,REGISTERED
KMT-town-10015080-TOWNSHIP-6F92D3D6,town-10015080-TOWNSHIP,陳天高,KMT,,REGISTERED
KMT-town-10014010-TOWNSHIP-2840CB48,town-10014010-TOWNSHIP,陳銘風,KMT,,REGISTERED
KMT-town-10014020-TOWNSHIP-C14C8F0F,town-10014020-TOWNSHIP,謝淑貞,KMT,,REGISTERED
KMT-town-10014030-TOWNSHIP-E3703E5E,town-10014030-TOWNSHIP,彭成豐,KMT,,REGISTERED
KMT-town-10014040-TOWNSHIP-05A84F58,town-10014040-TOWNSHIP,郭宗益,KMT,,REGISTERED
KMT-town-10014080-TOWNSHIP-04882D75,town-10014080-TOWNSHIP,李光蘭,KMT,,REGISTERED
KMT-town-10014130-TOWNSHIP-CACAFD5B,town-10014130-TOWNSHIP,余光雄,KMT,,REGISTERED
KMT-town-10014070-TOWNSHIP-FFDE703D,town-10014070-TOWNSHIP,葉啟煒,KMT,,REGISTERED
KMT-town-10014110-TOWNSHIP-F327F174,town-10014110-TOWNSHIP,王姷力,KMT,,REGISTERED
KMT-town-10014120-TOWNSHIP-88CBBE34,town-10014120-TOWNSHIP,張全馨嵐,KMT,,REGISTERED
