contest_id,jurisdiction,party,name_zh,name_en,file,licence,attribution,source_url,status
KHH-COUNCIL-11,高雄市,KMT,邱于軒,,KMT-KHH-COUNCIL-11-F42512C8.webp,政府著作 (CC-BY 4.0 TW),高雄市議會,https://www.kcc.gov.tw/Member_List3.aspx?n=39&sms=9028,本次新增
TXG-COUNCIL-1,臺中市,KMT,李文傑,,KMT-TXG-COUNCIL-1-6B749038.webp,政府著作 (CC-BY 4.0 TW),臺中市議會,https://www.tccc.gov.tw/wb_introduction01.asp,本次新增
TXG-COUNCIL-2,臺中市,KMT,張清照,,KMT-TXG-COUNCIL-2-25321CE3.webp,政府著作 (CC-BY 4.0 TW),臺中市議會,https://www.tccc.gov.tw/wb_introduction01.asp,本次新增
TXG-COUNCIL-2,臺中市,KMT,顏莉敏,,KMT-TXG-COUNCIL-2-773E84BE.webp,政府著作 (CC-BY 4.0 TW),臺中市議會,https://www.tccc.gov.tw/wb_introduction01.asp,本次新增
TXG-COUNCIL-3,臺中市,KMT,吳瓊華,,KMT-TXG-COUNCIL-3-D98F0763.webp,政府著作 (CC-BY 4.0 TW),臺中市議會,https://www.tccc.gov.tw/wb_introduction01.asp,本次新增
TXG-COUNCIL-3,臺中市,KMT,林孟令,,KMT-TXG-COUNCIL-3-F9AC844D.webp,政府著作 (CC-BY 4.0 TW),臺中市議會,https://www.tccc.gov.tw/wb_introduction01.asp,本次新增
TXG-COUNCIL-4,臺中市,KMT,陳本添,,KMT-TXG-COUNCIL-4-540613C7.webp,政府著作 (CC-BY 4.0 TW),臺中市議會,https://www.tccc.gov.tw/wb_introduction01.asp,本次新增
TXG-COUNCIL-4,臺中市,KMT,邱愛珊,,KMT-TXG-COUNCIL-4-7086AB03.webp,政府著作 (CC-BY 4.0 TW),臺中市議會,https://www.tccc.gov.tw/wb_introduction01.asp,本次新增
TXG-COUNCIL-5,臺中市,KMT,賴朝國,,KMT-TXG-COUNCIL-5-22BF2F08.webp,政府著作 (CC-BY 4.0 TW),臺中市議會,https://www.tccc.gov.tw/wb_introduction01.asp,本次新增
TXG-COUNCIL-5,臺中市,KMT,吳呈賢,,KMT-TXG-COUNCIL-5-D0663EEB.webp,政府著作 (CC-BY 4.0 TW),臺中市議會,https://www.tccc.gov.tw/wb_introduction01.asp,本次新增
TXG-COUNCIL-6,臺中市,KMT,黃馨慧,,KMT-TXG-COUNCIL-6-404205DE.webp,政府著作 (CC-BY 4.0 TW),臺中市議會,https://www.tccc.gov.tw/wb_introduction01.asp,本次新增
TXG-COUNCIL-6,臺中市,KMT,張廖乃綸,,KMT-TXG-COUNCIL-6-2A20A5DA.webp,政府著作 (CC-BY 4.0 TW),臺中市議會,https://www.tccc.gov.tw/wb_introduction01.asp,本次新增
TXG-COUNCIL-6,臺中市,KMT,楊大鋐,,KMT-TXG-COUNCIL-6-34766360.webp,政府著作 (CC-BY 4.0 TW),臺中市議會,https://www.tccc.gov.tw/wb_introduction01.asp,本次新增
TXG-COUNCIL-7,臺中市,KMT,劉士州,,KMT-TXG-COUNCIL-7-0F7A52C1.webp,政府著作 (CC-BY 4.0 TW),臺中市議會,https://www.tccc.gov.tw/wb_introduction01.asp,本次新增
TXG-COUNCIL-7,臺中市,KMT,朱暖英,,KMT-TXG-COUNCIL-7-F65A37A0.webp,政府著作 (CC-BY 4.0 TW),臺中市議會,https://www.tccc.gov.tw/wb_introduction01.asp,本次新增
TXG-COUNCIL-8,臺中市,KMT,沈佑蓮,,KMT-TXG-COUNCIL-8-A2804B51.webp,政府著作 (CC-BY 4.0 TW),臺中市議會,https://www.tccc.gov.tw/wb_introduction01.asp,本次新增
TXG-COUNCIL-8,臺中市,KMT,賴順仁,,KMT-TXG-COUNCIL-8-0BC172DE.webp,政府著作 (CC-BY 4.0 TW),臺中市議會,https://www.tccc.gov.tw/wb_introduction01.asp,本次新增
TXG-COUNCIL-9,臺中市,KMT,陳政顯,,KMT-TXG-COUNCIL-9-3F6A125C.webp,政府著作 (CC-BY 4.0 TW),臺中市議會,https://www.tccc.gov.tw/wb_introduction01.asp,本次新增
TXG-COUNCIL-9,臺中市,KMT,陳文政,,KMT-TXG-COUNCIL-9-AC53F1B1.webp,政府著作 (CC-BY 4.0 TW),臺中市議會,https://www.tccc.gov.tw/wb_introduction01.asp,本次新增
TXG-COUNCIL-10,臺中市,KMT,張彥彤,,KMT-TXG-COUNCIL-10-6D9FAD48.webp,政府著作 (CC-BY 4.0 TW),臺中市議會,https://www.tccc.gov.tw/wb_introduction01.asp,本次新增
TXG-COUNCIL-11,臺中市,KMT,李中,,KMT-TXG-COUNCIL-11-CDB30600.webp,政府著作 (CC-BY 4.0 TW),臺中市議會,https://www.tccc.gov.tw/wb_introduction01.asp,本次新增
TXG-COUNCIL-11,臺中市,KMT,林霈涵,,KMT-TXG-COUNCIL-11-3E769649.webp,政府著作 (CC-BY 4.0 TW),臺中市議會,https://www.tccc.gov.tw/wb_introduction01.asp,本次新增
TXG-COUNCIL-12,臺中市,KMT,賴義鍠,,KMT-TXG-COUNCIL-12-FD99EA85.webp,政府著作 (CC-BY 4.0 TW),臺中市議會,https://www.tccc.gov.tw/wb_introduction01.asp,本次新增
TXG-COUNCIL-12,臺中市,KMT,黃佳恬,,KMT-TXG-COUNCIL-12-36228D1F.webp,政府著作 (CC-BY 4.0 TW),臺中市議會,https://www.tccc.gov.tw/wb_introduction01.asp,本次新增
TXG-COUNCIL-13,臺中市,KMT,蘇柏興,,KMT-TXG-COUNCIL-13-605B62B0.webp,政府著作 (CC-BY 4.0 TW),臺中市議會,https://www.tccc.gov.tw/wb_introduction01.asp,本次新增
TXG-COUNCIL-13,臺中市,KMT,林碧秀,,KMT-TXG-COUNCIL-13-88A0C6E7.webp,政府著作 (CC-BY 4.0 TW),臺中市議會,https://www.tccc.gov.tw/wb_introduction01.asp,本次新增
TXG-COUNCIL-14,臺中市,KMT,吳振嘉,,KMT-TXG-COUNCIL-14-D18DA2F1.webp,政府著作 (CC-BY 4.0 TW),臺中市議會,https://www.tccc.gov.tw/wb_introduction01.asp,本次新增
TXG-COUNCIL-15,臺中市,KMT,吳建德,,KMT-TXG-COUNCIL-15-A25CADAD.webp,政府著作 (CC-BY 4.0 TW),臺中市議會,https://www.tccc.gov.tw/wb_introduction01.asp,本次新增
TXG-COUNCIL-16,臺中市,KMT,古秀英,,KMT-TXG-COUNCIL-16-A7163F12.webp,政府著作 (CC-BY 4.0 TW),臺中市議會,https://www.tccc.gov.tw/wb_introduction01.asp,本次新增
TXG-COUNCIL-17,臺中市,KMT,朱元宏,,KMT-TXG-COUNCIL-17-688FEC4B.webp,政府著作 (CC-BY 4.0 TW),臺中市議會,https://www.tccc.gov.tw/wb_introduction01.asp,本次新增
TAO-COUNCIL-1,桃園市,KMT,黃婉如,,KMT-TAO-COUNCIL-1-4791DD33.webp,政府著作 (CC-BY 4.0 TW),桃園市議會,https://www.tycc.gov.tw/TC/councilor-info.aspx?mid=39,本次新增
TAO-COUNCIL-1,桃園市,KMT,林政賢,,KMT-TAO-COUNCIL-1-0467D7AA.webp,政府著作 (CC-BY 4.0 TW),桃園市議會,https://www.tycc.gov.tw/TC/councilor-info.aspx?mid=39,本次新增
TAO-COUNCIL-1,桃園市,KMT,陳美梅,,KMT-TAO-COUNCIL-1-B72C75A5.webp,政府著作 (CC-BY 4.0 TW),桃園市議會,https://www.tycc.gov.tw/TC/councilor-info.aspx?mid=39,本次新增
TAO-COUNCIL-1,桃園市,KMT,凌濤,,KMT-TAO-COUNCIL-1-A4EC8691.webp,政府著作 (CC-BY 4.0 TW),桃園市議會,https://www.tycc.gov.tw/TC/councilor-info.aspx?mid=39,本次新增
TAO-COUNCIL-1,桃園市,KMT,張碩芳,,KMT-TAO-COUNCIL-1-29DC9EB8.webp,政府著作 (CC-BY 4.0 TW),桃園市議會,https://www.tycc.gov.tw/TC/councilor-info.aspx?mid=39,本次新增
TAO-COUNCIL-3,桃園市,KMT,楊朝偉,,KMT-TAO-COUNCIL-3-ECC45918.webp,政府著作 (CC-BY 4.0 TW),桃園市議會,https://www.tycc.gov.tw/TC/councilor-info.aspx?mid=39,本次新增
TAO-COUNCIL-3,桃園市,KMT,朱珍瑤,,KMT-TAO-COUNCIL-3-746B79BC.webp,政府著作 (CC-BY 4.0 TW),桃園市議會,https://www.tycc.gov.tw/TC/councilor-info.aspx?mid=39,本次新增
TAO-COUNCIL-4,桃園市,KMT,張桂綿,,KMT-TAO-COUNCIL-4-ED6C8FC8.webp,政府著作 (CC-BY 4.0 TW),桃園市議會,https://www.tycc.gov.tw/TC/councilor-info.aspx?mid=39,本次新增
TAO-COUNCIL-4,桃園市,KMT,錢龍,,KMT-TAO-COUNCIL-4-E33BD4E4.webp,政府著作 (CC-BY 4.0 TW),桃園市議會,https://www.tycc.gov.tw/TC/councilor-info.aspx?mid=39,本次新增
TAO-COUNCIL-5,桃園市,KMT,徐其萬,,KMT-TAO-COUNCIL-5-713439E3.webp,政府著作 (CC-BY 4.0 TW),桃園市議會,https://www.tycc.gov.tw/TC/councilor-info.aspx?mid=39,本次新增
TAO-COUNCIL-6,桃園市,KMT,李柏坊,,KMT-TAO-COUNCIL-6-83719076.webp,政府著作 (CC-BY 4.0 TW),桃園市議會,https://www.tycc.gov.tw/TC/councilor-info.aspx?mid=39,本次新增
TAO-COUNCIL-7,桃園市,KMT,邱奕勝,,KMT-TAO-COUNCIL-7-C59B4F66.webp,政府著作 (CC-BY 4.0 TW),桃園市議會,https://www.tycc.gov.tw/TC/councilor-info.aspx?mid=39,本次新增
TAO-COUNCIL-7,桃園市,KMT,葉明月,,KMT-TAO-COUNCIL-7-8EBE8CF7.webp,政府著作 (CC-BY 4.0 TW),桃園市議會,https://www.tycc.gov.tw/TC/councilor-info.aspx?mid=39,本次新增
TAO-COUNCIL-7,桃園市,KMT,梁為超,,KMT-TAO-COUNCIL-7-7DE9A37C.webp,政府著作 (CC-BY 4.0 TW),桃園市議會,https://www.tycc.gov.tw/TC/councilor-info.aspx?mid=39,本次新增
TAO-COUNCIL-8,桃園市,KMT,舒翠玲,,KMT-TAO-COUNCIL-8-44435FC8.webp,政府著作 (CC-BY 4.0 TW),桃園市議會,https://www.tycc.gov.tw/TC/councilor-info.aspx?mid=39,本次新增
TAO-COUNCIL-8,桃園市,KMT,黃敬平,,KMT-TAO-COUNCIL-8-3C3D1F40.webp,政府著作 (CC-BY 4.0 TW),桃園市議會,https://www.tycc.gov.tw/TC/councilor-info.aspx?mid=39,本次新增
TAO-COUNCIL-8,桃園市,KMT,陳韋曄,,KMT-TAO-COUNCIL-8-80282A32.webp,政府著作 (CC-BY 4.0 TW),桃園市議會,https://www.tycc.gov.tw/TC/councilor-info.aspx?mid=39,本次新增
TAO-COUNCIL-9,桃園市,KMT,周玉琴,,KMT-TAO-COUNCIL-9-DF586532.webp,政府著作 (CC-BY 4.0 TW),桃園市議會,https://www.tycc.gov.tw/TC/councilor-info.aspx?mid=39,本次新增
TAO-COUNCIL-10,桃園市,KMT,徐玉樹,,KMT-TAO-COUNCIL-10-4199DF29.webp,政府著作 (CC-BY 4.0 TW),桃園市議會,https://www.tycc.gov.tw/TC/councilor-info.aspx?mid=39,本次新增
TAO-COUNCIL-10,桃園市,KMT,劉熒隆,,KMT-TAO-COUNCIL-10-B3CC5FD9.webp,政府著作 (CC-BY 4.0 TW),桃園市議會,https://www.tycc.gov.tw/TC/councilor-info.aspx?mid=39,本次新增
TAO-COUNCIL-12,桃園市,KMT,吳進昌,,KMT-TAO-COUNCIL-12-B2E4C2BD.webp,政府著作 (CC-BY 4.0 TW),桃園市議會,https://www.tycc.gov.tw/TC/councilor-info.aspx?mid=39,本次新增
TAO-COUNCIL-13,桃園市,KMT,王仙蓮,,KMT-TAO-COUNCIL-13-A7103E1C.webp,政府著作 (CC-BY 4.0 TW),桃園市議會,https://www.tycc.gov.tw/TC/councilor-info.aspx?mid=39,本次新增
TAO-COUNCIL-14,桃園市,KMT,簡志偉,,KMT-TAO-COUNCIL-14-F75A5CA4.webp,政府著作 (CC-BY 4.0 TW),桃園市議會,https://www.tycc.gov.tw/TC/councilor-info.aspx?mid=39,本次新增
TAO-COUNCIL-14,桃園市,KMT,陳瑛,,KMT-TAO-COUNCIL-14-1DFB6CFC.webp,政府著作 (CC-BY 4.0 TW),桃園市議會,https://www.tycc.gov.tw/TC/councilor-info.aspx?mid=39,本次新增
NAN-COUNCIL-1,南投縣,KMT,宋懷琳,,KMT-NAN-COUNCIL-1-261ED3F7.webp,政府著作 (CC-BY 4.0 TW),南投縣議會,https://www.ntcc.gov.tw/tw/rep/index.aspx,本次新增
NAN-COUNCIL-1,南投縣,KMT,林憶如,,KMT-NAN-COUNCIL-1-8FE108F9.webp,政府著作 (CC-BY 4.0 TW),南投縣議會,https://www.ntcc.gov.tw/tw/rep/index.aspx,本次新增
NAN-COUNCIL-1,南投縣,KMT,林儒暘,,KMT-NAN-COUNCIL-1-3FC47455.webp,政府著作 (CC-BY 4.0 TW),南投縣議會,https://www.ntcc.gov.tw/tw/rep/index.aspx,本次新增
NAN-COUNCIL-2,南投縣,KMT,李洲忠,,KMT-NAN-COUNCIL-2-534A72B5.webp,政府著作 (CC-BY 4.0 TW),南投縣議會,https://www.ntcc.gov.tw/tw/rep/index.aspx,本次新增
NAN-COUNCIL-3,南投縣,KMT,陳淑惠,,KMT-NAN-COUNCIL-3-F06C4972.webp,政府著作 (CC-BY 4.0 TW),南投縣議會,https://www.ntcc.gov.tw/tw/rep/index.aspx,本次新增
NAN-COUNCIL-3,南投縣,KMT,黃春麟,,KMT-NAN-COUNCIL-3-8205ECD2.webp,政府著作 (CC-BY 4.0 TW),南投縣議會,https://www.ntcc.gov.tw/tw/rep/index.aspx,本次新增
NAN-COUNCIL-5,南投縣,KMT,林芳伃,,KMT-NAN-COUNCIL-5-5171D74D.webp,政府著作 (CC-BY 4.0 TW),南投縣議會,https://www.ntcc.gov.tw/tw/rep/index.aspx,本次新增
NAN-COUNCIL-7,南投縣,KMT,全文才,,KMT-NAN-COUNCIL-7-CCD77DDE.webp,政府著作 (CC-BY 4.0 TW),南投縣議會,https://www.ntcc.gov.tw/tw/rep/index.aspx,本次新增
NAN-COUNCIL-8,南投縣,KMT,林庭秝,,KMT-NAN-COUNCIL-8-628688BB.webp,政府著作 (CC-BY 4.0 TW),南投縣議會,https://www.ntcc.gov.tw/tw/rep/index.aspx,本次新增
LIE-COUNCIL-1,連江縣,KMT,陳書建,,KMT-LIE-COUNCIL-1-D84BE1CC.webp,政府著作 (CC-BY 4.0 TW),連江縣議會,https://www.mtcc.gov.tw//ch/counciler_index/7176,本次新增
LIE-COUNCIL-1,連江縣,KMT,曹丞君,,KMT-LIE-COUNCIL-1-27652C86.webp,政府著作 (CC-BY 4.0 TW),連江縣議會,https://www.mtcc.gov.tw//ch/counciler_index/7176,本次新增
LIE-COUNCIL-1,連江縣,KMT,林明揚,,KMT-LIE-COUNCIL-1-9690A46F.webp,政府著作 (CC-BY 4.0 TW),連江縣議會,https://www.mtcc.gov.tw//ch/counciler_index/7176,本次新增
LIE-COUNCIL-2,連江縣,KMT,周瑞國,,KMT-LIE-COUNCIL-2-CC3A4754.webp,政府著作 (CC-BY 4.0 TW),連江縣議會,https://www.mtcc.gov.tw//ch/counciler_index/7176,本次新增
LIE-COUNCIL-2,連江縣,KMT,陳玉發,,KMT-LIE-COUNCIL-2-A9A129D2.webp,政府著作 (CC-BY 4.0 TW),連江縣議會,https://www.mtcc.gov.tw//ch/counciler_index/7176,本次新增
LIE-COUNCIL-3,連江縣,KMT,陳貽斌,,KMT-LIE-COUNCIL-3-569A04CA.webp,政府著作 (CC-BY 4.0 TW),連江縣議會,https://www.mtcc.gov.tw//ch/counciler_index/7176,本次新增
HSQ-COUNCIL-1,新竹縣,KMT,陳凱榮,,KMT-HSQ-COUNCIL-1-9E409B19.webp,政府著作 (CC-BY 4.0 TW),新竹縣議會,https://www.hcc.gov.tw/member?lang=&program=190,本次新增
HSQ-COUNCIL-1,新竹縣,KMT,王炳漢,,KMT-HSQ-COUNCIL-1-B430266F.webp,政府著作 (CC-BY 4.0 TW),新竹縣議會,https://www.hcc.gov.tw/member?lang=&program=190,本次新增
HSQ-COUNCIL-2,新竹縣,KMT,蔡志環,,KMT-HSQ-COUNCIL-2-0AC408A3.webp,政府著作 (CC-BY 4.0 TW),新竹縣議會,https://www.hcc.gov.tw/member?lang=&program=190,本次新增
HSQ-COUNCIL-3,新竹縣,KMT,吳菊花,,KMT-HSQ-COUNCIL-3-E81F8486.webp,政府著作 (CC-BY 4.0 TW),新竹縣議會,https://www.hcc.gov.tw/member?lang=&program=190,本次新增
HSQ-COUNCIL-3,新竹縣,KMT,陳栢誠,,KMT-HSQ-COUNCIL-3-09D6D86A.webp,政府著作 (CC-BY 4.0 TW),新竹縣議會,https://www.hcc.gov.tw/member?lang=&program=190,本次新增
HSQ-COUNCIL-3,新竹縣,KMT,甄克堅,,KMT-HSQ-COUNCIL-3-3266193A.webp,政府著作 (CC-BY 4.0 TW),新竹縣議會,https://www.hcc.gov.tw/member?lang=&program=190,本次新增
HSQ-COUNCIL-5,新竹縣,KMT,羅仕琦,,KMT-HSQ-COUNCIL-5-2D510D3B.webp,政府著作 (CC-BY 4.0 TW),新竹縣議會,https://www.hcc.gov.tw/member?lang=&program=190,本次新增
HSQ-COUNCIL-5,新竹縣,KMT,徐瑜新,,KMT-HSQ-COUNCIL-5-00A12196.webp,政府著作 (CC-BY 4.0 TW),新竹縣議會,https://www.hcc.gov.tw/member?lang=&program=190,本次新增
HSQ-COUNCIL-7,新竹縣,KMT,張良印,,KMT-HSQ-COUNCIL-7-FA55270D.webp,政府著作 (CC-BY 4.0 TW),新竹縣議會,https://www.hcc.gov.tw/member?lang=&program=190,本次新增
HSQ-COUNCIL-9,新竹縣,KMT,上官秋燕,,KMT-HSQ-COUNCIL-9-376F4B0A.webp,政府著作 (CC-BY 4.0 TW),新竹縣議會,https://www.hcc.gov.tw/member?lang=&program=190,本次新增
HSQ-COUNCIL-9,新竹縣,KMT,黃豪杰,,KMT-HSQ-COUNCIL-9-4DABE2BA.webp,政府著作 (CC-BY 4.0 TW),新竹縣議會,https://www.hcc.gov.tw/member?lang=&program=190,本次新增
HSQ-COUNCIL-9,新竹縣,KMT,彭余美玲,,KMT-HSQ-COUNCIL-9-7215621E.webp,政府著作 (CC-BY 4.0 TW),新竹縣議會,https://www.hcc.gov.tw/member?lang=&program=190,本次新增
HSQ-COUNCIL-10,新竹縣,KMT,邱坤桶,,KMT-HSQ-COUNCIL-10-33338F0F.webp,政府著作 (CC-BY 4.0 TW),新竹縣議會,https://www.hcc.gov.tw/member?lang=&program=190,本次新增
HSQ-COUNCIL-11,新竹縣,KMT,王辰翔,,KMT-HSQ-COUNCIL-11-6F74BAF2.webp,政府著作 (CC-BY 4.0 TW),新竹縣議會,https://www.hcc.gov.tw/member?lang=&program=190,本次新增
KEE-COUNCIL-3,基隆市,PFP,楊秀玉,,PFP-KEE-COUNCIL-3-6D3C57F1.webp,政府著作 (CC-BY 4.0 TW),基隆市議會,https://www.kmc.gov.tw/index.php/mac/mi,本次新增
KEE-COUNCIL-1,基隆市,KMT,呂美玲,,KMT-KEE-COUNCIL-1-371893D1.webp,政府著作 (CC-BY 4.0 TW),基隆市議會,https://www.kmc.gov.tw/index.php/mac/mi,本次新增
KEE-COUNCIL-1,基隆市,KMT,藍敏煌,,KMT-KEE-COUNCIL-1-B07F7DEE.webp,政府著作 (CC-BY 4.0 TW),基隆市議會,https://www.kmc.gov.tw/index.php/mac/mi,本次新增
KEE-COUNCIL-2,基隆市,KMT,何淑萍,,KMT-KEE-COUNCIL-2-F9E6E75E.webp,政府著作 (CC-BY 4.0 TW),基隆市議會,https://www.kmc.gov.tw/index.php/mac/mi,本次新增
KEE-COUNCIL-2,基隆市,KMT,韓世昱,,KMT-KEE-COUNCIL-2-CD6D13C5.webp,政府著作 (CC-BY 4.0 TW),基隆市議會,https://www.kmc.gov.tw/index.php/mac/mi,本次新增
KEE-COUNCIL-4,基隆市,KMT,宋瑋莉,,KMT-KEE-COUNCIL-4-CD9520B5.webp,政府著作 (CC-BY 4.0 TW),基隆市議會,https://www.kmc.gov.tw/index.php/mac/mi,本次新增
KEE-COUNCIL-4,基隆市,KMT,郭美秀,,KMT-KEE-COUNCIL-4-1EC7E161.webp,政府著作 (CC-BY 4.0 TW),基隆市議會,https://www.kmc.gov.tw/index.php/mac/mi,本次新增
KEE-COUNCIL-5,基隆市,KMT,秦鉦,,KMT-KEE-COUNCIL-5-10AED0B0.webp,政府著作 (CC-BY 4.0 TW),基隆市議會,https://www.kmc.gov.tw/index.php/mac/mi,本次新增
KEE-COUNCIL-5,基隆市,KMT,鄭愷玲,,KMT-KEE-COUNCIL-5-412F1891.webp,政府著作 (CC-BY 4.0 TW),基隆市議會,https://www.kmc.gov.tw/index.php/mac/mi,本次新增
KEE-COUNCIL-6,基隆市,KMT,連恩典,,KMT-KEE-COUNCIL-6-25167D09.webp,政府著作 (CC-BY 4.0 TW),基隆市議會,https://www.kmc.gov.tw/index.php/mac/mi,本次新增
KEE-COUNCIL-7,基隆市,KMT,蔡旺璉,,KMT-KEE-COUNCIL-7-3C6E127D.webp,政府著作 (CC-BY 4.0 TW),基隆市議會,https://www.kmc.gov.tw/index.php/mac/mi,本次新增
HSZ-COUNCIL-2,新竹市,KMT,蕭志潔,,KMT-HSZ-COUNCIL-2-B97E6FED.webp,政府著作 (CC-BY 4.0 TW),新竹市議會,https://www.hsinchu-cc.gov.tw/tc/councilors.aspx?mid=39,本次新增
HSZ-COUNCIL-2,新竹市,KMT,黃美慧,,KMT-HSZ-COUNCIL-2-159AEB29.webp,政府著作 (CC-BY 4.0 TW),新竹市議會,https://www.hsinchu-cc.gov.tw/tc/councilors.aspx?mid=39,本次新增
HSZ-COUNCIL-2,新竹市,KMT,吳旭豐,,KMT-HSZ-COUNCIL-2-C2714846.webp,政府著作 (CC-BY 4.0 TW),新竹市議會,https://www.hsinchu-cc.gov.tw/tc/councilors.aspx?mid=39,本次新增
HSZ-COUNCIL-1,新竹市,KMT,鍾淑英,,KMT-HSZ-COUNCIL-1-DE6DFB69.webp,政府著作 (CC-BY 4.0 TW),新竹市議會,https://www.hsinchu-cc.gov.tw/tc/councilors.aspx?mid=39,本次新增
HSZ-COUNCIL-1,新竹市,KMT,張祖琰,,KMT-HSZ-COUNCIL-1-394C3F04.webp,政府著作 (CC-BY 4.0 TW),新竹市議會,https://www.hsinchu-cc.gov.tw/tc/councilors.aspx?mid=39,本次新增
HSZ-COUNCIL-1,新竹市,KMT,黃文政,,KMT-HSZ-COUNCIL-1-D3F15BCF.webp,政府著作 (CC-BY 4.0 TW),新竹市議會,https://www.hsinchu-cc.gov.tw/tc/councilors.aspx?mid=39,本次新增
HSZ-COUNCIL-2,新竹市,KMT,許修睿,,KMT-HSZ-COUNCIL-2-55D20589.webp,政府著作 (CC-BY 4.0 TW),新竹市議會,https://www.hsinchu-cc.gov.tw/tc/councilors.aspx?mid=39,本次新增
HSZ-COUNCIL-2,新竹市,KMT,徐美惠,,KMT-HSZ-COUNCIL-2-D03222E3.webp,政府著作 (CC-BY 4.0 TW),新竹市議會,https://www.hsinchu-cc.gov.tw/tc/councilors.aspx?mid=39,本次新增
HSZ-COUNCIL-4,新竹市,KMT,蕭志潔,,KMT-HSZ-COUNCIL-4-6D972F9B.webp,政府著作 (CC-BY 4.0 TW),新竹市議會,https://www.hsinchu-cc.gov.tw/tc/councilors.aspx?mid=39,本次新增
HSZ-COUNCIL-4,新竹市,KMT,黃美慧,,KMT-HSZ-COUNCIL-4-2E002831.webp,政府著作 (CC-BY 4.0 TW),新竹市議會,https://www.hsinchu-cc.gov.tw/tc/councilors.aspx?mid=39,本次新增
HSZ-COUNCIL-4,新竹市,KMT,吳旭豐,,KMT-HSZ-COUNCIL-4-1E59D5E6.webp,政府著作 (CC-BY 4.0 TW),新竹市議會,https://www.hsinchu-cc.gov.tw/tc/councilors.aspx?mid=39,本次新增
HSZ-COUNCIL-5,新竹市,KMT,陳慶齡,,KMT-HSZ-COUNCIL-5-6223C4AB.webp,政府著作 (CC-BY 4.0 TW),新竹市議會,https://www.hsinchu-cc.gov.tw/tc/councilors.aspx?mid=39,本次新增
HSZ-COUNCIL-6,新竹市,KMT,林慈愛,,KMT-HSZ-COUNCIL-6-3A1D95C8.webp,政府著作 (CC-BY 4.0 TW),新竹市議會,https://www.hsinchu-cc.gov.tw/tc/councilors.aspx?mid=39,本次新增
HUA-COUNCIL-1,花蓮縣,KMT,徐子芳,,KMT-HUA-COUNCIL-1-CF479360.webp,政府著作 (CC-BY 4.0 TW),花蓮縣議會,https://www.hlcc.gov.tw/councillor.php,本次新增
HUA-COUNCIL-2,花蓮縣,KMT,邱光明,,KMT-HUA-COUNCIL-2-8C070E4A.webp,政府著作 (CC-BY 4.0 TW),花蓮縣議會,https://www.hlcc.gov.tw/councillor.php,本次新增
HUA-COUNCIL-3,花蓮縣,KMT,吳建志,,KMT-HUA-COUNCIL-3-AC9B8676.webp,政府著作 (CC-BY 4.0 TW),花蓮縣議會,https://www.hlcc.gov.tw/councillor.php,本次新增
HUA-COUNCIL-3,花蓮縣,KMT,徐雪玉,,KMT-HUA-COUNCIL-3-F8EC3F46.webp,政府著作 (CC-BY 4.0 TW),花蓮縣議會,https://www.hlcc.gov.tw/councillor.php,本次新增
TPE-COUNCIL-1,臺北市,NPP,謝閔弘,,NPP-TPE-COUNCIL-1-08CA09AB.webp,政黨官網素材,台灣前進陣線／時代力量,https://taiwangogo.tw/candidates/,本次新增
TPE-COUNCIL-4,臺北市,OBA,李惠暄,,OBA-TPE-COUNCIL-4-9D275C76.webp,政黨官網素材,台灣前進陣線／小民參政歐巴桑聯盟,https://taiwangogo.tw/candidates/,本次新增
TPE-COUNCIL-6,臺北市,NPP,陳峙穎,,NPP-TPE-COUNCIL-6-2EC31642.webp,政黨官網素材,台灣前進陣線／時代力量,https://taiwangogo.tw/candidates/,本次新增
TPE-COUNCIL-7,臺北市,OBA,林筱薇,,OBA-TPE-COUNCIL-7-0BCA9A83.webp,本人網站形象照,林筱薇個人網站,https://www.imvlin.com/,本次新增
town-10004010-TOWNSHIP,新竹縣,DPP,曾聖凱,,DPP-town-10004010-TOWNSHIP-92361782.webp,本人競選網站形象照,曾聖凱競選網站,https://sky.oen.tw/,本次新增
town-10004010-TOWNSHIP,新竹縣,IND,李貞秀,,IND-town-10004010-TOWNSHIP-E51600D3.webp,CC0,中華民國立法院,https://commons.wikimedia.org/wiki/File:%E6%9D%8E%E8%B2%9E%E7%A7%80%E8%82%96%E5%83%8F.jpg,本次新增
MIA-COUNCIL-4,苗栗縣,NPP,吳翌立,,NPP-MIA-COUNCIL-4-025B8BD6.webp,政黨官網素材,台灣前進／時代力量,https://taiwangogo.tw/wu-yi-li/,本次新增
TXG-COUNCIL-13,臺中市,NPP,鄒明諺,,NPP-TXG-COUNCIL-13-C90EBA1A.webp,政黨官網素材,台灣前進／時代力量,https://taiwangogo.tw/tsou-ming-yen/,本次新增
TXG-COUNCIL-8,臺中市,OBA,蔡佩珊,,OBA-TXG-COUNCIL-8-8943DDD6.webp,政黨官網素材,台灣前進／小民參政歐巴桑聯盟,https://taiwangogo.tw/tsai-pei-shan/,本次新增
YUN-COUNCIL-1,雲林縣,NPP,廖昶淳,,NPP-YUN-COUNCIL-1-D7A99672.webp,政黨官網素材,台灣前進／時代力量,https://taiwangogo.tw/liao-chang-chun/,本次新增
